,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,improved
208,1,1,16,0,1,1,1,1,at_home,other,home,mother,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,0
209,1,1,17,1,1,1,4,3,teacher,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,0
210,1,1,19,0,1,1,3,3,other,other,reputation,other,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,0
211,1,0,17,0,0,1,4,4,services,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,0
212,1,1,16,0,1,0,2,2,other,other,reputation,mother,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,1
213,1,0,18,0,1,1,2,2,services,other,home,mother,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,1
214,1,1,17,1,0,1,4,4,services,other,other,mother,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,1
215,1,1,17,0,0,1,3,2,other,other,reputation,mother,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,1
216,1,1,17,0,1,1,4,3,other,other,reputation,mother,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,0
217,1,0,18,0,0,1,3,3,services,health,home,father,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,0
218,1,1,17,0,1,1,2,3,at_home,other,home,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,0
219,1,1,17,0,1,1,2,2,at_home,at_home,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,1
220,1,1,17,1,1,1,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,0
222,1,1,16,0,1,1,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,0
223,1,0,18,0,1,1,2,2,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,1
224,1,1,16,0,1,1,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,0
225,1,1,18,1,1,1,3,1,other,other,reputation,mother,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,0
226,1,1,17,0,1,1,3,2,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,0
227,1,0,17,0,0,1,2,3,services,services,reputation,father,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,0
228,1,0,18,0,0,1,2,1,at_home,other,course,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,0
229,1,1,17,0,1,0,2,1,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,0
230,1,1,17,0,0,1,4,3,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,0
231,1,0,17,1,1,1,2,2,other,other,course,father,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,0
232,1,0,17,0,1,1,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,0
233,1,0,16,0,1,1,4,4,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,0
234,1,0,16,0,0,1,1,1,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,0
235,1,0,16,0,1,1,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,0
236,1,0,17,0,0,1,2,2,other,other,home,father,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,0
237,1,1,16,0,1,1,2,1,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,0
238,1,1,17,1,1,1,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,0
240,1,0,17,0,0,1,4,3,health,other,course,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,0
241,1,0,17,1,0,0,4,4,teacher,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,1
243,1,0,16,0,1,1,4,4,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,0
245,1,0,16,0,1,1,2,1,other,other,course,mother,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,0
246,1,0,17,0,1,1,2,3,other,other,course,father,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,0
247,1,0,22,0,1,1,3,1,services,services,other,mother,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,1
248,1,0,18,1,0,1,3,3,other,services,course,mother,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,1
249,1,0,16,0,1,1,0,2,other,other,other,mother,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,1
250,1,0,18,0,1,1,3,2,services,other,course,mother,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,1
251,1,0,16,0,1,1,3,3,at_home,other,reputation,other,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,1
252,1,0,18,0,1,1,2,1,services,services,other,mother,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,1
253,1,0,16,1,1,1,2,1,other,other,course,mother,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,1
254,1,0,17,1,1,1,2,1,other,other,course,mother,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,1
255,1,0,17,0,0,1,1,1,health,other,course,mother,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,1
256,1,1,17,0,0,1,4,2,teacher,services,reputation,mother,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,0
257,1,0,19,0,0,0,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,0
258,1,0,18,0,1,1,2,1,other,other,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,0
260,1,1,18,0,1,1,4,3,services,other,home,father,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,1
261,1,0,18,0,1,1,4,3,teacher,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,0
262,1,0,18,1,1,1,3,2,other,other,course,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,0
263,1,1,17,0,1,1,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,0
265,1,0,18,1,0,0,3,4,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,0
266,1,0,17,0,1,1,3,1,services,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,0
267,1,1,18,1,1,1,4,4,teacher,other,reputation,mother,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,0
268,1,0,18,0,1,1,4,2,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,0
270,1,1,19,0,1,1,3,3,other,services,home,other,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,0
271,1,1,18,0,1,1,2,3,other,services,reputation,father,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,0
272,1,1,18,0,0,1,1,1,other,other,home,mother,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,0
273,1,0,17,1,1,1,1,2,at_home,at_home,home,mother,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,0
274,1,1,17,0,1,1,2,4,at_home,health,reputation,mother,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,0
275,1,1,17,0,0,1,2,2,services,other,course,mother,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,0
276,1,1,18,1,1,0,3,2,other,services,home,mother,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,0
277,1,0,18,0,1,1,4,4,teacher,services,home,mother,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,0
278,1,1,18,0,1,1,4,4,health,health,reputation,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,0
279,1,0,18,0,0,1,4,3,teacher,services,course,mother,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,1
280,1,0,17,0,0,0,4,1,services,other,home,mother,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,0
281,1,0,17,0,0,0,3,2,teacher,services,home,mother,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,0
282,1,1,18,1,0,1,1,1,at_home,other,reputation,mother,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,0
283,1,1,18,0,1,1,1,1,other,other,home,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,1
284,1,1,17,0,1,1,2,2,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,0
285,1,0,17,0,1,1,1,1,other,other,reputation,father,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,0
286,1,1,18,0,1,1,2,2,at_home,at_home,other,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,0
287,1,1,17,0,1,1,1,1,services,teacher,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,0
288,1,0,18,0,1,1,2,1,services,services,reputation,mother,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,0
289,1,0,18,0,0,0,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,0
290,1,0,18,0,1,1,4,2,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,0
291,1,1,17,0,1,1,4,3,health,services,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,0
292,1,1,18,0,0,1,2,1,services,at_home,reputation,mother,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,0
293,1,1,17,1,0,1,3,1,services,other,reputation,mother,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,0
294,1,0,18,1,0,1,3,2,services,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,0
295,1,0,17,0,1,1,3,3,health,other,home,mother,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,0
297,1,1,18,0,0,1,4,3,other,other,home,other,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,0
298,1,1,18,0,1,1,4,3,other,other,reputation,father,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,0
299,1,0,18,0,0,1,4,4,teacher,teacher,home,mother,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,0
300,1,1,18,0,0,0,4,4,health,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,0
301,1,0,17,0,0,1,4,4,other,teacher,home,father,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,0
302,1,1,17,0,1,1,4,2,other,other,reputation,mother,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,0
303,1,1,17,0,1,1,3,2,health,health,reputation,father,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,0
304,1,0,19,0,1,1,3,3,other,other,home,other,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,0
305,1,1,18,0,1,1,2,4,services,at_home,reputation,other,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,0
306,1,0,20,0,1,0,3,2,services,other,course,other,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,1
307,1,0,19,0,1,1,4,4,teacher,services,reputation,other,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,1
308,1,0,19,1,1,1,3,3,other,services,reputation,father,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,0
309,1,1,19,0,0,1,1,1,at_home,other,reputation,other,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,0
311,1,1,19,0,1,1,2,1,at_home,other,other,other,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,0
312,1,0,19,0,1,1,1,2,other,services,course,other,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,0
313,1,1,19,0,0,1,3,2,services,other,reputation,other,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,0
314,1,1,19,0,1,1,1,1,at_home,health,home,other,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,0
315,1,1,19,1,1,1,2,3,other,other,reputation,other,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,0
317,1,1,18,0,1,1,4,3,other,other,course,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,1
318,1,1,17,1,1,1,3,4,at_home,services,course,father,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,0
319,1,1,18,0,1,1,4,4,teacher,other,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,0
320,1,1,17,0,1,0,4,3,services,services,course,mother,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,0
321,1,1,17,0,1,1,2,2,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,0
322,1,1,17,1,0,1,2,2,services,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,0
323,1,1,17,0,1,1,3,1,services,services,course,father,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,1
324,1,1,17,0,0,1,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,0
325,1,0,18,0,1,1,4,4,other,other,course,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,1
326,1,0,17,0,1,1,3,3,other,services,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,1
327,1,0,17,1,1,1,2,2,services,other,course,mother,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,0
328,1,1,17,0,1,1,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,0
329,1,1,17,0,1,1,4,4,teacher,teacher,course,mother,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,0
330,1,0,18,0,0,1,2,2,other,other,course,mother,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,0
331,1,1,17,1,1,1,2,4,at_home,other,course,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,1
335,1,1,17,0,1,1,3,4,services,other,course,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,0
336,1,1,19,1,1,0,3,1,services,at_home,home,other,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,0
338,1,1,18,0,0,1,3,3,services,services,home,mother,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,0
339,1,1,17,1,1,0,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,1
340,1,1,19,0,1,1,2,1,services,services,home,other,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,1
342,1,0,18,0,0,1,3,4,services,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,0
344,1,1,18,0,1,1,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,0
345,1,1,18,0,1,1,3,2,other,services,other,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,0
346,1,0,18,1,1,1,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,0
347,1,0,18,0,1,1,4,3,teacher,other,course,mother,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,0
348,1,1,17,0,1,1,4,3,health,other,reputation,mother,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,1
349,0,0,18,1,1,1,3,2,other,other,course,mother,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,1
350,0,0,19,1,1,1,1,1,other,services,home,other,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,0
351,0,0,17,0,1,1,3,3,health,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,0
352,0,0,18,0,0,1,1,3,at_home,services,course,mother,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,0
353,0,0,19,1,1,1,1,1,other,other,home,other,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,0
354,0,0,17,1,1,1,4,3,services,other,home,mother,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,0
355,0,1,18,0,1,1,3,3,services,services,course,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,0
356,0,1,17,1,1,1,4,4,teacher,services,other,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,1
357,0,1,17,0,0,0,3,2,services,other,reputation,mother,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,0
358,0,0,18,0,0,1,1,1,other,services,home,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,0
359,0,1,18,0,0,1,1,1,at_home,services,course,father,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,0
360,0,1,18,1,0,0,1,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,0
361,0,0,18,1,0,1,1,1,at_home,other,other,mother,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,0
362,0,1,18,0,1,1,3,3,services,services,other,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,0
363,0,1,17,0,0,1,4,4,at_home,at_home,course,mother,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,0
364,0,1,17,1,1,1,1,2,other,services,course,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,0
365,0,0,18,1,1,1,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,0
366,0,0,18,0,0,1,4,4,teacher,services,other,mother,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,0
368,0,1,18,0,1,1,2,3,at_home,services,course,father,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,0
369,0,1,18,1,1,1,4,4,other,teacher,other,father,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,0
370,0,1,19,0,0,1,3,2,services,services,home,other,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,0
371,0,0,18,1,0,1,1,2,at_home,services,other,father,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,0
372,0,1,17,0,1,1,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,0
373,0,1,17,1,1,1,1,2,other,other,course,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,0
374,0,1,18,1,0,1,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,0
375,0,1,18,1,1,1,1,1,other,other,home,mother,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,0
376,0,1,20,0,1,1,4,2,health,other,course,other,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,0
377,0,1,18,1,0,1,4,4,teacher,services,course,mother,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,1
378,0,1,18,0,1,1,3,3,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,0
379,0,1,17,1,1,1,3,1,at_home,other,reputation,mother,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,0
380,0,0,18,0,1,1,4,4,teacher,teacher,home,father,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14,0
381,0,0,18,1,1,1,2,1,other,other,other,mother,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,6,7,0
382,0,0,17,0,1,1,2,3,other,services,home,father,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,11,11,10,0
384,0,0,18,1,1,1,4,2,other,other,home,father,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,6,5,5,0
385,0,1,18,1,1,1,2,2,at_home,other,other,mother,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,0
386,0,1,18,1,1,1,4,4,teacher,at_home,reputation,mother,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,0
388,0,1,18,0,0,1,3,1,teacher,services,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,1
390,0,0,20,0,0,0,2,2,services,services,course,other,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9,9,9,0
391,0,0,17,0,0,1,3,1,services,services,course,mother,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16,1
392,0,0,21,1,1,1,1,1,other,other,course,other,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7,0
393,0,0,18,1,0,1,3,2,services,other,course,mother,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11,12,10,1
394,0,0,19,0,0,1,1,1,other,at_home,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8,9,9,1
